comentario	usuario	ciudad	puntaje	fecha_viaje	link
Realizamos un viaje MAD-DXB-MLE-CMB-DXB-MAD El vuelo de enlace entre Male y Colombo fue perfecto. Desde Colombo a Madrid al realizar el enlace se nos hecho el tiempo encima por que el vuelo de Colombo salió con retraso. A la salida del vuelo nos esperaba una asistente que nos llevo por todo el entramado del aeropuerto de Dubai hasta la puerta del vuelo de Madrid en un tiempo record. Nosotros llegamos y... nuestro equipaje también.	34oscarm	Logroño, España	5	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401317946-Emirates-World.html#REVIEWS
Una compañía que desde el principio te inspira confianza. Puntual, atenta y con buenos servicios tanto en tierra como en vuelo. Se ha convertido en mi aerolínea preferida.	34oscarm	Logroño, España	5	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401314790-Emirates-World.html#REVIEWS
A pesar de clase turista para mi fue de lo mejor, desde la comida, la atención y el lugar. Todo de la mejor manera. Y mas aun en uno de sus Airbus A-380 :)	219vak	Santiago de Querétaro, México	5	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401307288-Emirates-World.html#REVIEWS
Son puntuales, son amables, el entretenimiento funciona muy bien y tienen muchas películas de estreno, y series y dibujitos para chicos de 3 años en adelante, juegos, música, el aburrimientos es imposible, a los chicos les traen la comida primero, lo cual es fantástico porque vos podes atenderlos, cortarles la comida y ayudarlos con todo y luego les traen a los adultos, (con los chicos ya resueltos!) y te dan helado, alfajor, o medialunas rellenas entre horarios de comida, uno se la pasa comiendo! y los cubiertos son de metal. A mis hijos les dieron lapices de colores y libritos para colorear, unas mochilitas hermosas con mantitas de regalos que son divinas, y un juguete a cada uno. nos bajamos super mimados. Sumamente recomendable.	Sonia F	San Isidro, Argentina	5	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401294093-Emirates-World.html#REVIEWS
No tengo nada para criticar, dos vuelos excelentes desde la atención del personal, los servicios y el avión sus comodidades. Excelentes vuelos !!!!	Silvia R	Buenos Aires, Argentina	5	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401282082-Emirates-World.html#REVIEWS
Esta compañía es con diferencia la que mejor servicio presta en todos los aspectos, lastima que no cubre todas las necesidades de viaje que necesitamos, así la competencia obligaria al resto a volver a prestar servios de tiempos pasados, si EMIRATES puede porque el resto no puede.	Chuss58	Granada, España	5	marzo de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401279630-Emirates-World.html#REVIEWS
Una nave muy cómoda, servicio y trato muy agradable. Muy buena comida, de calidad. A pesar de pasar pocas horas de vuelo, sin dudas la elegiría para tramos largos. Una aerolínea de excelencia.	Carolina A	Pilar, Argentina	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401276231-Emirates-World.html#REVIEWS
Excelente todo, el avión, la comida que no escatiman en nada, desayuno, almuerzo, merienda y cena. Antes de cada comida pasan con una bandeja con una toallita de tela humedecida con agua caliente para que cada pasajero se lave las manos. La atención de las azafatas también excelente.	Silvanabeatriz	Pilar, Argentina	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401272427-Emirates-World.html#REVIEWS
Excelente Aerolínea. Tuve la oportunidad de viajar en varias de las mejores y esta sigue siendo mi favorita, lástima que desde Buenos Aires solo se puede ir a Rio o Asia. Este último viaje lo hice en Economy pero tuve la oportunidad de viajar también en Business y ambas son muy buenas. La comida muy buena, entregan un menú (en Economy !) con 3 alternativas y por lo general en 3 idiomas dependiendo del destino/origen, se puede reservar distintos tipos de alternativas previo al vuelo: vegetariana, apto celíaco, baja en sodio, bajo contenido de grasas, Thai, vegana, etc., etc. El espacio y comodidad de los asientos está por arriba de la media. Excelente el trato del personal de abordo, siempre atentos y de buen humor. Buena página web, acceso simple y amigable. Muy bueno también el entretenimiento a bordo. Las pantallas tienen un tamaño mayor que el promedio en otras aerolíneas, siempre funcionan, buen audio, de todo tipo de films: estrenos, Hollywood, Bollywood, Árabes, clásicos, etc.	Gustavo Gabriel R	Buenos Aires, Argentina	5	mayo de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401268349-Emirates-World.html#REVIEWS
Muy puntuales como siempre. El personal de cabina muy atento (muchos hablaban español) y la comida aceptale. El primer tramo Madrid Dubai los asientos muy incómodos (777), mejor en el 380 de los otrso dos tramos. En facturación en Madrid muy desgradables Imposible que anoten los puntos (volaba en codigo compartico con Qantas.Iberia) y no he sido capaz que nos los apunten, a pesar de compañias de One World. Ojo con esto.	834jacintof	Vigo, España	3	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401266194-Emirates-World.html#REVIEWS
Vuelo excelente, atencion de primera, amenities de lujo. Vale la pena la experiencia de un vuelo largo con Emirates. Se ve que ponen su empeño en buscar alternativas para que el viaje sea comodo, agradable y con una excelente atencion por parte del servicio de a bordo. siempre una sonsira, siempre una atencion y constantemente el ofrecimiento de snacks, golosinas, bebidas, etc. La sensacion es que no hay que pedir nada, se anticipan ellos	Adolfo2013	Quilmes, Argentina	5	marzo de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401264961-Emirates-World.html#REVIEWS
Excelente aerolinea, cumplieron con todos los horarios de salida y llegada, no tuvimos ningun inconveniente con el equipaje. El servicio de comidas a bordo es de buena calidad, te ofrecen un menú ni bien subis a bordo para que elijas entre dos opciones que plato preferís. La recomiendo 100%	Romi_i_86Q	Quilmes, Argentina	5	noviembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401258832-Emirates-World.html#REVIEWS
Desde el momento que entras al preembarque hasta que llegas te tratan como un Rey. Son cordiales en todos los aspectos peso a no hablar español, los asientos son mas comfortables que la mayoria de otras lineas, las pantallas para entretenimientos superan en opciones y calidad lo imaginable, la comida es muy buena ( tienen carta de diferentes menues) y cuando estas llegando te hacen obsequios de muy buena calidad para los niños. Cada vez que pueda no dudaria en viajar por esta linea.	eduardo a	Mar del Plata, Argentina	4	octubre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401254830-Emirates-World.html#REVIEWS
La experiencia de volar en un A380-800, es unica, y el servicio de principio a fin tambien lo es, ademas como experiencia de vida es unica!!!	Humbertobog	Bogota	5	octubre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401252430-Emirates-World.html#REVIEWS
Es un placer viajar en esta aerolínea. Vuelos puntuales, atención permanente, exquisita comida, cómodos asientos, amabilidad de la tripulación. Me sentí una reina. Encima cuando volví de India a Dubai, atento que la espera para tomar vuelo para Buenos Aires era de 6 horas, nos dieron ticket de comida. Para mi, la mejor aerolíneas.	monicairrera	Buenos Aires, Argentina	5	marzo de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401243322-Emirates-World.html#REVIEWS
desde el embarque, muy rápido para ser 300 personas, hasta los aseos es todo genial. Mucho entretenimiento en la pantalla, los aseos limpios y equipados hasta con bodymilk, la tripulacion atenta y muy amable. Para repetir	Sara R	Burgos, Castilla y Leon, Spain	5	julio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401236685-Emirates-World.html#REVIEWS
La mejor compañía con la que he volado. La atención a bordo impresionante. La comida fantástica. El entretenimiento extraordinario. La comodidad y amplitud de los asientos inmejorable.	anamaria649	Logroño, La Rioja, Spain	5	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401232201-Emirates-World.html#REVIEWS
La mejor compañía con la que he viajado. Soy viajero habitual, he recorrido medio mundo, pero nunca había viajado con Emirates hasta ahora, y la verdad es que genial. Excelente trato del personal de a bordo, deliciosa comida, asientos super confortables. Volamos con un Boeing 777 y con el A380, y la verdad es que no había diferencia en cuanto al confort. Gran variedad de películas y juegos que hacen que el viaje se te haga corto. Lo recomiendo 100%	Oriol G	Barcelona, España	5	junio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401227406-Emirates-World.html#REVIEWS
los aviones (en total fueron cuatro, dos para ir y dos para volver) eran bastante nuevos y los asientos comodos. Las peliculas que podias elegir para ver eran actuales y habia para todos los gustos y edades. Nos sorprendió agradablemente que nos ofrecieran carta para escoger los platos. También tuvieron el detalle de darnos unos vales para comer en el aeropuerto de Dubai, ya que hicimos una escala de unas cuatro horas. Podias escoger entre varios restaurantes del aeropuerto.	isabel r	Barcelona, España	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401212990-Emirates-World.html#REVIEWS
La entretencion a bordo variada en cine, musica y juegos. Cada miembro de la tripulacion hablaba por lo menos dos idiomas. Buen servicio.	miu768	Alicante, España	4	julio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401210299-Emirates-World.html#REVIEWS
Cuando uno debe hacer un viaje largo, es importante volar con compañias que ofrezcan buenos servicios. Emirates no solo es SUPER PUNTUAL, los aviones estan limpios, el servicio es super atento, la comida esta muy buena para ser de un avion y puedes pedir un menu especial por si tienes alergias o intolerancias o simplemente estas a dieta. los sillones son amplios y reclinables, continuamente te estan ofreciendo bebidas o snacks totalmente gratuitos y cada asiento dispone de su propia television para escoger las peliculas a tu gusto! una autentica maravilla. lo recomiendo 100%	christyrepetto	Barcelona, España	5	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401206721-Emirates-World.html#REVIEWS
Un avión increíble para viajar, sin duda si pudiese siempre viajaría en él a los destinos. La atención normal...Solo hablan inglés y las azafatas muy secas, por lo demás un avión fantástico. No tuvimos ningún problema durante los trayectos y tienes una pantalla individual para casa asiento.	Tita_7873	Santander, España	4	junio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401200237-Emirates-World.html#REVIEWS
Todo el lujo que puedes ver en ciudades como Dubai lo encuentras en sus aviones. No falta ningún tipo de detalle y el mimo con el que te tratan es admirable. Buena flota de aviones, buena comida y excelente sistema de entretenimiento. Todo el personal es muy simpático y atento a cualquier necesidad que pueda surgir.	Jesús G	Santander, España	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401197851-Emirates-World.html#REVIEWS
Los asientos del avion Airbus 380, incluso en turista, son muy amplios y cómodos. la información en vuelo es muy variada, desde la geográfica a películas en muchos idiomas. La comida excelente. El vuelo muy suave i cómodo. Este vuelo ya la había cogido otras veces y siempre ha estado perfecto. Es una compañía totalmente recomendable.	Carles G	Barcelona, Cataluña, Spain	5	julio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401193470-Emirates-World.html#REVIEWS
Fantástica la atención, la comida, la comodidad, puntualidad... Te dan un kit de descanso, un díptico con el menú, toallitas refrescantes... Pantalla individual con películas, música, juegos; también puedes conectar un usb. No me puedo imaginar cómo será viajar en primera!	Palaz83	Segovia, España	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401185653-Emirates-World.html#REVIEWS
Una linea fantastica con toda clase de detalles en todo, Comida muy buena para una linea aerea, entretenimiento individual e interminable. Asientos muy comodos y amplios. El cambio en el aeropuerto de Dubai eSpectacular. El servicio sin descanso y dispuesto a solucionarte cualquier peticion. Varios idiomas entre la tripulacion. Aviones nuevos viajamos de Dubai a Vietnam en el A380 de dos pisos. El embarque perfecto y sin sensacion de agobio. Toda una expericia.	300alfonsom	Salamanca, España	5	febrero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401174597-Emirates-World.html#REVIEWS
Mala experiencia al salir de mauricio,me ofertaron por un precio mejorar a primera clase rellenando un foemulario asi lo hice al no tener cobertura no tenia la confirmacion de emirates si el cargo en cuenta,al llegar muy malas formas por parte del supervisor de embarques que queria que facturara aprisa y no le constaba el cambio de clase le mostraba el movil y el decia que hablara con mi banco que era un engaño,me quede preguntando a la azafata por la distribucion o tamaño del areopuerto de dubai ya que mi vision era limitada por una intervencion,volvio como un basilisco tal fueron las formas que hasta la azafata se quedo pegada.......salimos en un aparato muy viejo e incomodo hasta dubai en un vuelo de mas de 7 horas....al llegar busque mi puerta de embarque todo el personal muy amable y colaborador embarcanos a madrid en aparato de dos pisos amplio nada que ver con el anterior eso si los dos completos hasta las plazas del personal de vuelo para mi triste experiencia	ISADonostia	DONOSTIA	3	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401172378-Emirates-World.html#REVIEWS
